gene	uniprot_chig_id	annot_rank	ko_id	kegg_hit	pfam_hits	chig_description	identified_in_proteomics	unique_onetenth	in_model	detected_in_mplex	ko_all	ec_ko_source	ec_number	ec_source
gene_11404	tr|H1W0U3|H1W0U3_COLHI	D			Family of unknown function [PF17615.5]; short chain dehydrogenase [PF00106.28]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]; KR domain [PF08659.13]	Short-chain dehydrogenase/reductase family oxidoreductase	YES	False	False	True	K17644	kofam	1.1.1.349	kofam/xlsx->KEGG
gene_8612	tr|A0A1B7YRY1|A0A1B7YRY1_COLHI	D			Protein of unknown function (DUF3632) [PF12311.11]	Uncharacterized protein	YES	False	False	False				
gene_11410	tr|A0A1B7Y8F7|A0A1B7Y8F7_COLHI	D			Ras family [PF00071.25]; Ras of Complex, Roc, domain of DAPkinase [PF08477.16]; ADP-ribosylation factor family [PF00025.24]	GTP-binding protein RHO3	YES	False	False	True				
gene_11414	tr|A0A1B7YI60|A0A1B7YI60_COLHI	D			Cytochrome P450 [PF00067.25]	Cytochrome P450	YES	False	False	False	K21293	kofam		
gene_11416	tr|H1VXL5|H1VXL5_COLHI	D			Epoxide hydrolase N terminus [PF06441.15]; alpha/beta hydrolase fold [PF00561.23]	Epoxide hydrolase	YES	False	False	True				
gene_11420	tr|A0A1B7XUM4|A0A1B7XUM4_COLHI	D			Fungal specific transcription factor domain [PF11951.11]	C6 zinc finger domain-containing protein	YES	False	False	True				
gene_11421	tr|A0A1B7YQD3|A0A1B7YQD3_COLHI	D			NADH-ubiquinone oxidoreductase B15 subunit (NDUFB4) [PF07225.15]	Nadh:ubiquinone oxidoreductase subunit	YES	False	False	True				
gene_11431	tr|H1VSR1|H1VSR1_COLHI	D			MYND finger [PF01753.21]	Carboxylic ester hydrolase	YES	False	False	True				
gene_11432	tr|A0A1B7YPB7|A0A1B7YPB7_COLHI	D			Protein of unknown function (DUF1749) [PF08538.13]; Prolyl oligopeptidase family [PF00326.24]	Esterase lipase	YES	False	False	True				
gene_11433	tr|A0A1B7YAX1|A0A1B7YAX1_COLHI	D			Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF13847.9]; Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF08242.15]; ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase small domain [PF05175.17]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.22]; Mycolic acid cyclopropane synthetase [PF02353.23]	Methyltransferase domain-containing protein	YES	False	False	True				
gene_11441	tr|A0A1B7YMU2|A0A1B7YMU2_COLHI	E				Methyltransferase	YES	False	False	True				
gene_11443	tr|H1V2V9|H1V2V9_COLHI	D			Isochorismatase family [PF00857.23]; 2OG-Fe(II) oxygenase superfamily [PF13532.9]; Glutathione S-transferase, C-terminal domain [PF14497.9]	Isochorismatase	YES	False	False	True				
gene_11451	tr|A0A1B7YFA5|A0A1B7YFA5_COLHI	D			EF-hand domain pair [PF13499.9]; EF-hand domain pair [PF13833.9]	Cell division control protein 31	YES	False	False	True				
gene_11453	tr|A0A1B7XZR3|A0A1B7XZR3_COLHI	D			GATA zinc finger [PF00320.30]; PAS domain [PF13426.10]; PAS fold [PF08447.15]; PAS domain [PF14598.9]; PAS fold [PF00989.28]	GATA zinc finger	YES	False	False	True				
gene_8629	tr|H1V855|H1V855_COLHI	D			Protein of unknown function (DUF3807) [PF12720.10]	Uncharacterized protein	YES	False	False	False				
gene_11470	tr|H1UZD0|H1UZD0_COLHI	D			short chain dehydrogenase [PF00106.28]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]	Short-chain dehydrogenase/reductase	YES	False	False	True				
gene_11471	tr|H1VEV8|H1VEV8_COLHI	D			Sir2 family [PF02146.20]; Major Facilitator Superfamily [PF07690.19]	Sir2 family protein	YES	False	False	True	K11121	kofam	2.3.1.286	kofam/xlsx->KEGG
gene_11477	tr|A0A1B7Y578|A0A1B7Y578_COLHI	E				Cell surface protein	YES	False	False	True				
gene_11484	tr|H1V981|H1V981_COLHI	D			Membrane fusion protein Use1 [PF09753.12]	Synaptobrevin	YES	False	False	True				
gene_11031	tr|H1V5W9|H1V5W9_COLHI	D			Protein of unknown function (DUF3984) [PF13136.9]	Uncharacterized protein	YES	False	False	True				
gene_11489	tr|A0A1B7YRJ9|A0A1B7YRJ9_COLHI	D			Cytochrome P450 [PF00067.25]	Cytochrome P450	YES	False	False	True				
gene_11496	tr|A0A1B7YBK7|A0A1B7YBK7_COLHI	D			Regulator of Ty1 transposition protein 107 BRCT domain [PF16770.8]; twin BRCT domain [PF12738.10]; BRCA1 C Terminus (BRCT) domain [PF00533.29]; BRCT domain, a BRCA1 C-terminus domain [PF16589.8]	BRCA1 C Terminus domain-containing protein	YES	False	False	True				
gene_115	tr|A0A1B7Y9Q9|A0A1B7Y9Q9_COLHI	E				Calcineurin-like phosphoesterase	YES	False	False	True				
gene_11510	tr|H1V561|H1V561_COLHI	D			Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.26]; MafB19-like deaminase [PF14437.9]	Cytidine and deoxycytidylate deaminase zinc-binding region	YES	False	False	True				
gene_11511	tr|H1VXN3|H1VXN3_COLHI	D			NmrA-like family [PF05368.16]; NAD(P)H-binding [PF13460.9]; NAD dependent epimerase/dehydratase family [PF01370.24]	Oxidoreductase	YES	False	False	True				
gene_11512	tr|H1VFG9|H1VFG9_COLHI	D			Protein of unknown function (DUF1295) [PF06966.15]	Duf1295 domain-containing protein	YES	False	False	True				
gene_11524	tr|A0A1B7YG23|A0A1B7YG23_COLHI	D			Cytochrome P450 [PF00067.25]; Endonuclease/Exonuclease/phosphatase family [PF03372.26]	Integral membrane protein	YES	False	False	True				
gene_11525	tr|A0A1B7YVM0|A0A1B7YVM0_COLHI	D			Centrosomin N-terminal motif 1 [PF07989.14]; Pericentrin-AKAP-450 domain of centrosomal targeting protein [PF10495.12]; Myosin tail [PF01576.22]	Microtubule associated protein	YES	False	False	False				
gene_11526	tr|A0A1B7Y857|A0A1B7Y857_COLHI	D			RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain) [PF00076.25]	RNA-binding protein with serine-rich domain 1	YES	False	False	True				
gene_11531	tr|A0A1B7YJ66|A0A1B7YJ66_COLHI	D			Oxidoreductase FAD-binding domain [PF00970.27]	Oxidoreductase FAD-binding domain-containing protein	YES	False	False	True				
gene_11533	tr|A0A1B7YTE0|A0A1B7YTE0_COLHI	D			Glycosyl hydrolases family 16 [PF00722.24]	chitinase	YES	False	False	True				
gene_11546	tr|A0A1B7YDC9|A0A1B7YDC9_COLHI	E				DUF7624 domain-containing protein	YES	False	False	True				
gene_11551	tr|A0A1B7XRC1|A0A1B7XRC1_COLHI	D			Enoyl-CoA hydratase/isomerase [PF00378.23]; Enoyl-CoA hydratase/isomerase [PF16113.8]	Enoyl-CoA hydratase/isomerase	YES	False	False	True				
gene_11558	tr|A0A1B7YRK2|A0A1B7YRK2_COLHI	D			Fn3-like domain [PF06280.15]; Subtilase family [PF00082.25]; PA domain [PF02225.25]	Subtilase	YES	False	False	True				
gene_1156	tr|A0A1B7XSQ4|A0A1B7XSQ4_COLHI	D			AMP-binding enzyme [PF00501.31]; AMP-binding enzyme C-terminal domain [PF13193.9]	AMP-binding enzyme	YES	False	False	True				
gene_11562	tr|A0A1B7XZM7|A0A1B7XZM7_COLHI	D			Aconitase family (aconitate hydratase) [PF00330.23]; Aconitase C-terminal domain [PF00694.22]	Aconitate hydratase, mitochondrial	YES	False	True	True				
gene_11574	tr|A0A1B7YF30|A0A1B7YF30_COLHI	D			Domain of unknown function [PF08593.13]; TLD [PF07534.19]	Restriction of telomere capping protein 5	YES	False	False	True				
gene_352	tr|H1VBN4|H1VBN4_COLHI	D			Putative cyclase [PF04199.16]	Uncharacterized protein	YES	False	False	True				
gene_11601	tr|H1V4N5|H1V4N5_COLHI	D			Nuclear fragile X mental retardation-interacting protein 1 (NUFIP1) [PF10453.12]	Nuclear fragile X mental retardation-interacting protein 1	YES	False	False	True				
gene_11607	tr|H1UVK6|H1UVK6_COLHI	D			alpha/beta hydrolase fold [PF07859.16]; BD-FAE [PF20434.1]; Steryl acetyl hydrolase [PF10340.12]	Alpha beta hydrolase fold protein	YES	False	False	True				
gene_4766	tr|A0A1B7YID7|A0A1B7YID7_COLHI	D			Putative cyclase [PF04199.16]	Uncharacterized protein	YES	False	False	True				
gene_11612	tr|A0A1B7YPR8|A0A1B7YPR8_COLHI	D			Isochorismatase family [PF00857.23]	Isochorismatase	YES	False	False	True				
gene_11620	tr|A0A1B7Y3Q8|A0A1B7Y3Q8_COLHI	D			Aldehyde dehydrogenase family [PF00171.25]	aldehyde dehydrogenase (NAD(+))	YES	False	False	True				
gene_11647	tr|A0A1B7YUH6|A0A1B7YUH6_COLHI	D			Beta-lactamase [PF00144.27]	Beta-lactamase	YES	False	False	True				
gene_11650	sp|H1VZX9|NIS1_COLHI	D			Nis1 family [PF19271.2]	Necrosis-inducing secreted protein 1	YES	False	False	True				
gene_11662	tr|A0A1B7XV13|A0A1B7XV13_COLHI	E				Cyclin-dependent protein kinase regulator pho80	YES	False	False	True				
gene_11674	tr|H1V020|H1V020_COLHI	E				Uracil permease	YES	False	False	True				
gene_11675	tr|H1VAP1|H1VAP1_COLHI	E				Secretory pathway protein	YES	False	False	True				
gene_11685	tr|A0A1B7YIN5|A0A1B7YIN5_COLHI	D			Zn-finger in Ran binding protein and others [PF00641.21]; RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain) [PF00076.25]	RNA-binding protein	YES	False	False	True				
gene_11689	tr|H1UUW6|H1UUW6_COLHI	E				Cupin	YES	False	False	True	K26182	kofam		
gene_11695	tr|A0A1B7YPC1|A0A1B7YPC1_COLHI	D			Cytochrome P450 [PF00067.25]	Cytochrome P450	YES	False	False	True				
gene_11696	tr|A0A1B7Y6W9|A0A1B7Y6W9_COLHI	E				Flo11	YES	False	False	True				
gene_117	tr|A0A1B7XSF2|A0A1B7XSF2_COLHI	D			Acyl transferase domain [PF00698.24]; Polyketide synthase dehydratase [PF14765.9]; KR domain [PF08659.13]; Beta-ketoacyl synthase, C-terminal domain [PF02801.25]; Ketoacyl-synthetase C-terminal extension [PF16197.8]; Methyltransferase domain [PF08242.15]; Beta-ketoacyl synthase, N-terminal domain [PF00109.29]; short chain dehydrogenase [PF00106.28]; Zinc-binding dehydrogenase [PF13602.9]; Zinc-binding dehydrogenase [PF00107.29]; Nodulation protein S (NodS) [PF05401.14]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]	Type I polyketide synthase	YES	False	True	True				
gene_11703	tr|H1V2N3|H1V2N3_COLHI	D			ABC transporter [PF00005.30]; ABC transporter transmembrane region [PF00664.26]	ABC transporter	YES	False	False	True				
gene_1171	tr|A0A1B7XS51|A0A1B7XS51_COLHI	D			Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.28]	Glyoxalase	YES	False	False	True				
gene_11714	tr|A0A1B7YWW9|A0A1B7YWW9_COLHI	E				Cell surface protein	YES	False	False	True				
gene_11730	tr|A0A1B7Y605|A0A1B7Y605_COLHI	D			LEM3 (ligand-effect modulator 3) family / CDC50 family [PF03381.18]	LEM3 family/CDC50 family protein	YES	False	False	True	K26935	kofam		
gene_11743	tr|H1V7A9|H1V7A9_COLHI	E				Altered inheritance of mitochondria protein 11	YES	False	False	True				
gene_11752	tr|H1VR74|H1VR74_COLHI	D			Autophagy protein 16 (ATG16) [PF08614.14]	Autophagy protein 16	YES	False	False	True				
gene_11755	tr|H1W1F2|H1W1F2_COLHI	D			Alpha amylase, catalytic domain [PF00128.27]; Alpha-amylase C-terminal [PF09154.13]	Alpha amylase	YES	False	False	True	K01176	kofam	3.2.1.1	kofam/xlsx->KEGG
gene_11768	tr|H1W1P7|H1W1P7_COLHI	D			MafB19-like deaminase [PF14437.9]; Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.26]	FCY1p	YES	False	False	True				
gene_11769	tr|A0A1B7Y717|A0A1B7Y717_COLHI	D			Integral peroxisomal membrane peroxin [PF06398.14]	Integral peroxisomal membrane peroxin	YES	False	False	True				
gene_11777	tr|H1V2B2|H1V2B2_COLHI	D			Sds3-like [PF08598.14]	Transcriptional regulatory protein dep1	YES	False	False	True				
gene_11781	tr|A0A1B7XVD6|A0A1B7XVD6_COLHI	D			Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; Response regulator receiver domain [PF00072.27]; Protein tyrosine and serine/threonine kinase [PF07714.20]; Protein kinase domain [PF00069.28]; His Kinase A (phospho-acceptor) domain [PF00512.28]	histidine kinase	YES	False	False	True				
gene_11782	tr|A0A1B7XWV9|A0A1B7XWV9_COLHI	D			O-methyltransferase domain [PF00891.21]	O-methyltransferase	YES	False	False	True				
gene_11789	tr|A0A1B7YER3|A0A1B7YER3_COLHI	D			ABC transporter [PF00005.30]	ABC transporter	YES	False	False	True				
gene_11795	tr|A0A1B7XWS8|A0A1B7XWS8_COLHI	D			Amino acid permease [PF13520.9]; Taurine catabolism dioxygenase TauD, TfdA family [PF02668.19]; Amino acid permease [PF00324.24]	TfdA family Taurine catabolism dioxygenase TauD	YES	False	False	True				
gene_11798	tr|H1W4L0|H1W4L0_COLHI	D			Inosine-uridine preferring nucleoside hydrolase [PF01156.22]	Inosine-uridine preferring nucleoside hydrolase	YES	False	False	True				
gene_11799	tr|A0A1B7YL06|A0A1B7YL06_COLHI	E				Tetratricopeptide repeat protein 1	YES	False	False	True				
gene_11802	tr|A0A1B7XUI1|A0A1B7XUI1_COLHI	D			Flavin-binding monooxygenase-like [PF00743.22]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; NAD(P)-binding Rossmann-like domain [PF13450.9]	Thiol-specific monooxygenase	YES	False	False	True				
gene_251	tr|A0A1B7YBH9|A0A1B7YBH9_COLHI	D			Putative serine esterase (DUF676) [PF05057.17]; PGAP1-like protein [PF07819.16]	Uncharacterized protein	YES	False	False	True				
gene_11806	tr|A0A1B7Y4C9|A0A1B7Y4C9_COLHI	E				EDC4-like protein pdc1 beta-propeller domain-containing protein	YES	False	False	True				
gene_9597	tr|A0A1B7XWN6|A0A1B7XWN6_COLHI	D			Retinoic acid induced 16-like protein [PF10257.12]; Family of unknown function (DUF5917) [PF19314.2]	Uncharacterized protein	YES	False	False	True				
gene_11818	tr|A0A1B7YT64|A0A1B7YT64_COLHI	D			RhoGAP domain [PF00620.30]	RhoGAP domain-containing protein	YES	False	False	True				
gene_11838	tr|H1VDQ2|H1VDQ2_COLHI	E				Protein SDS23	YES	False	False	True				
gene_11853	tr|A0A1B7YSM5|A0A1B7YSM5_COLHI	D			Protein of unknown function (DUF3176) [PF11374.11]	Carboxylic ester hydrolase	YES	False	False	False				
gene_11868	tr|A0A1B7Y9J8|A0A1B7Y9J8_COLHI	D			AMP-binding enzyme [PF00501.31]; AMP-binding enzyme C-terminal domain [PF13193.9]	AMP-binding enzyme	YES	False	False	True				
gene_11880	tr|H1V518|H1V518_COLHI	D			Putative tRNA binding domain [PF01588.23]	Methionyl-tRNA synthetase	YES	False	False	True				
gene_11896	tr|A0A1B7XXZ7|A0A1B7XXZ7_COLHI	E				Cap22 protein	YES	False	False	True				
gene_119	tr|H1UYP2|H1UYP2_COLHI	D			Mannose-6-phosphate isomerase [PF01050.21]; Cupin [PF00190.25]; AraC-like ligand binding domain [PF02311.22]	Cupin	YES	False	False	True				
gene_11905	tr|H1VJZ3|H1VJZ3_COLHI	D			RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain) [PF13893.9]; RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain) [PF00076.25]	RNA recognition domain-containing protein	YES	False	False	True				
gene_11907	tr|A0A1B7Y022|A0A1B7Y022_COLHI	D			Sugar (and other) transporter [PF00083.27]; TAP-like protein [PF08386.13]; alpha/beta hydrolase fold [PF00561.23]	Quinate transporter	YES	False	False	True				
gene_1191	tr|H1VTH8|H1VTH8_COLHI	D			Eukaryotic cytochrome b561 [PF03188.19]	Cytochrome b561	YES	False	False	True				
gene_11919	tr|H1UXB3|H1UXB3_COLHI	E				Ser arg-related nuclear matrix protein	YES	False	False	True				
gene_11921	tr|H1VFM8|H1VFM8_COLHI	D			Phosphatidylethanolamine-binding protein [PF01161.23]	Phosphatidylethanolamine-binding protein	YES	False	False	True				
gene_5414	tr|H1VW07|H1VW07_COLHI	D			Tc toxin complex TcA C-terminal TcB-binding domain [PF18276.4]; ABC toxin N-terminal region [PF20220.1]; Neuraminidase-like domain [PF18413.4]; Salmonella virulence plasmid 28.1kDa A protein [PF03538.17]	Uncharacterized protein	YES	False	False	True				
gene_11952	tr|A0A1B7Y0R7|A0A1B7Y0R7_COLHI	D			Fungal N-terminal domain of STAND proteins [PF17111.8]; Multicopper oxidase [PF00394.25]; Multicopper oxidase [PF07731.17]; Multicopper oxidase [PF07732.18]	Azaphilone pigments biosynthesis cluster protein L N-terminal domain-containing protein	YES	False	False	True				
gene_11959	tr|A0A1B7XYB4|A0A1B7XYB4_COLHI	D			Aldehyde dehydrogenase family [PF00171.25]	aldehyde dehydrogenase (NAD(+))	YES	False	True	True				
gene_11965	tr|A0A1B7YQC8|A0A1B7YQC8_COLHI	D			Domain of unknown function (DUF4149) [PF13664.9]	TMEM205-like domain-containing protein	YES	False	True	True				
gene_11976	tr|A0A1B7Y5I3|A0A1B7Y5I3_COLHI	D			2OG-Fe(II) oxygenase superfamily [PF03171.23]; non-haem dioxygenase in morphine synthesis N-terminal [PF14226.9]	Flavonol synthase flavanone 3-hydroxylase	YES	False	False	True				
gene_11977	tr|H1VV40|H1VV40_COLHI	D			short chain dehydrogenase [PF00106.28]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]	Short-chain dehydrogenase	YES	False	False	True				
gene_11989	tr|A0A1B7XUV5|A0A1B7XUV5_COLHI	E				Serine arginine repetitive matrix protein 1	YES	False	False	True				
gene_11994	tr|A0A1B7YIY7|A0A1B7YIY7_COLHI	D			Domain of unknown function (DUF3402) [PF11882.11]; N1221-like protein [PF07923.16]	Transmembrane hyphal anastomosis protein ham2 far11	YES	False	False	True	K27960	kofam		
gene_12000	tr|A0A1B7YST2|A0A1B7YST2_COLHI	D			Serine carboxypeptidase [PF00450.25]	Serine carboxypeptidase	YES	False	False	True				
gene_12015	tr|H1W2I2|H1W2I2_COLHI	D			GDSL-like Lipase/Acylhydrolase family [PF13472.9]	GDSL-like Lipase/Acylhydrolase	YES	False	False	True				
gene_12020	tr|A0A1B7XZ07|A0A1B7XZ07_COLHI	D			Ankyrin repeats (3 copies) [PF12796.10]; Ankyrin repeats (many copies) [PF13857.9]; Ankyrin repeats (many copies) [PF13637.9]	Ankyrin repeat protein	YES	False	False	True				
gene_12025	tr|A0A1B7XWB6|A0A1B7XWB6_COLHI	D			Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; Response regulator receiver domain [PF00072.27]; His Kinase A (phospho-acceptor) domain [PF00512.28]	histidine kinase	YES	False	False	True				
gene_12026	tr|A0A1B7YA03|A0A1B7YA03_COLHI	D			Di-sulfide bridge nucleocytoplasmic transport domain [PF10104.12]	Di-sulfide bridge nucleocytoplasmic transport domain-containing protein	YES	False	False	True	K28564	kofam		
gene_12035	tr|H1UY06|H1UY06_COLHI	D			Protein of unknown function (DUF1769) [PF08588.13]	F-box domain containing protein	YES	False	False	True				
gene_12039	tr|A0A1B7YGX0|A0A1B7YGX0_COLHI	E				Glycosyl hydrolase family 43 protein	YES	False	False	True				
gene_12057	tr|A0A1B7YGW8|A0A1B7YGW8_COLHI	D			Ribosomal subunit 39S [PF10501.12]	Large ribosomal subunit protein mL50	YES	False	False	True				
gene_11193	tr|H1V3L9|H1V3L9_COLHI	D			TORC1 subunit TCO89 [PF10452.12]	Uncharacterized protein	YES	False	False	True				
gene_12059	tr|A0A1B7Y2W6|A0A1B7Y2W6_COLHI	D			Flavin-binding monooxygenase-like [PF00743.22]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]	Flavin-containing monooxygenase	YES	False	False	True				
gene_1206	tr|A0A1B7YJC6|A0A1B7YJC6_COLHI	E				AT hook domain-containing protein	YES	False	False	True				
gene_6784	tr|H1VAJ7|H1VAJ7_COLHI	D			Utp8 family [PF10395.12]	Uncharacterized protein	YES	False	False	True				
gene_992	tr|A0A1B7YWR2|A0A1B7YWR2_COLHI	D			Ykl077w/Psg1 (Pma1 Stabilization in Golgi) [PF14610.9]	Uncharacterized protein	YES	False	False	True				
gene_12090	tr|A0A1B7Y061|A0A1B7Y061_COLHI	D			EVE domain [PF01878.21]	Thymocyte nuclear protein 1	YES	False	False	True				
gene_12108	tr|A0A1B7XRE7|A0A1B7XRE7_COLHI	D			GMC oxidoreductase [PF00732.22]; GMC oxidoreductase [PF05199.16]	Gmc oxidoreductase	YES	False	False	True				
gene_1211	tr|H1VVW6|H1VVW6_COLHI	D			NmrA-like family [PF05368.16]; NAD(P)H-binding [PF13460.9]	NmrA-like family protein	YES	False	False	True				
gene_9567	tr|H1V886|H1V886_COLHI	C	K15455	diphthamide biosynthesis protein 3		Uncharacterized protein	YES	False	False	False	K15455	xlsx		
gene_12118	tr|A0A1B7XVW2|A0A1B7XVW2_COLHI	D			Enoyl-(Acyl carrier protein) reductase [PF13561.9]; short chain dehydrogenase [PF00106.28]; KR domain [PF08659.13]	Short chain dehydrogenase	YES	False	False	True				
gene_1212	tr|A0A1B7YA86|A0A1B7YA86_COLHI	E				Basic proline-rich protein	YES	False	False	True				
gene_12122	tr|A0A1B7Y3A8|A0A1B7Y3A8_COLHI	E				Wac domain-containing protein	YES	False	False	True				
gene_12127	tr|H1VMR0|H1VMR0_COLHI	D			HMG-box domain [PF09011.13]; HMG (high mobility group) box [PF00505.22]	HMG box protein	YES	False	False	True				
gene_12132	tr|A0A1B7YWY0|A0A1B7YWY0_COLHI	D			Fungal Zn(2)-Cys(6) binuclear cluster domain [PF00172.21]	Zn 2cys6 transcription factor	YES	False	False	True				
gene_11449	tr|H1V6N5|H1V6N5_COLHI	E				Uncharacterized protein	YES	True	False	True				
gene_12144	tr|A0A1B7XUN2|A0A1B7XUN2_COLHI	D			Phosphatidylethanolamine-binding protein [PF01161.23]	Phosphatidylethanolamine-binding protein	YES	False	False	True				
gene_12167	tr|A0A1B7YPH4|A0A1B7YPH4_COLHI	D			LMBR1-like membrane protein [PF04791.19]	LMBR1 domain-containing protein	YES	False	False	True	K28261	kofam		
gene_12175	tr|A0A1B7Y8P6|A0A1B7Y8P6_COLHI	E				Reticulocyte-binding protein 2-like protein a	YES	False	False	True				
gene_12200	tr|A0A1B7YT09|A0A1B7YT09_COLHI	E				Extracellular membrane protein CFEM domain-containing protein	YES	False	False	True				
gene_12207	tr|H1V3P0|H1V3P0_COLHI	E				Copper resistance protein crd2	YES	False	False	True				
