gene	ko	ko_source	ec
gene_4472	K03781	kofam+xlsx	1.11.1.6
gene_4474	K10669	kofam+xlsx	2.7.1.160
gene_4475	K21991	kofam+xlsx	
gene_4476	K07300	kofam+xlsx	
gene_4484	K02966	kofam+xlsx	
gene_4485	K19839	kofam+xlsx	
gene_4489	K18740	kofam	
gene_4492	K10352	kofam+xlsx	
gene_4494	K12486	kofam+xlsx	
gene_4496	K08192	kofam	
gene_4500	K11547	kofam+xlsx	
gene_4502	K02874	kofam+xlsx	
gene_4505	K03854	kofam+xlsx	2.4.1.-
gene_4508	K07404;K16369	kofam+xlsx	2.1.1.17;3.1.1.31
gene_4516	K24814	kofam+xlsx	
gene_4517	K16639	kofam+xlsx	3.1.27.-
gene_452	K07565	kofam+xlsx	
gene_4522	K03441	kofam+xlsx	
gene_4523	K14403	kofam+xlsx	3.1.27.-
gene_4527	K00844	kofam+xlsx	2.7.1.1
gene_4529	K03123	kofam+xlsx	
gene_4532	K15172	kofam+xlsx	
gene_4537	K20310	kofam+xlsx	
gene_4543	K03017	kofam+xlsx	
gene_4545	K17944	kofam+xlsx	
gene_4547	K17438;K17867	kofam+xlsx	
gene_4548	K01738	kofam+xlsx	2.5.1.47
gene_4557	K01588;K01589;K11808	kofam+xlsx	4.1.1.21;5.4.99.18;6.3.4.18
gene_4558	K14405	kofam+xlsx	
gene_4566	K08681	kofam+xlsx	4.3.3.6
gene_4567	K04567	kofam+xlsx	6.1.1.6
gene_4570	K01634	kofam+xlsx	4.1.2.27
gene_4572	K14675	kofam+xlsx	2.3.1.-;3.1.1.3
gene_4573	K14770	kofam+xlsx	
gene_4576	K02994	kofam	
gene_4577	K15102	kofam+xlsx	
gene_4587	K06666	kofam+xlsx	
gene_4588	K00326;K10534	kofam+xlsx	1.6.2.2;1.7.1.1;1.7.1.2;1.7.1.3
gene_4589	K01956	kofam+xlsx	6.3.5.5
gene_4594	K06893	kofam	
gene_4595	K02891	kofam+xlsx	
gene_4596	K14864	kofam+xlsx	2.1.1.205
gene_4598	K11563	kofam+xlsx	
gene_4599	K06679	kofam+xlsx	
gene_4601	K05545	kofam+xlsx	1.3.1.90
gene_4602	K03515	kofam+xlsx	2.7.7.-
gene_4603	K17260	kofam+xlsx	
gene_4606	K00621	kofam+xlsx	2.3.1.4
gene_4611	K11560	kofam+xlsx	
gene_4615	K03165	kofam+xlsx	5.6.2.1
gene_4618	K08192	kofam+xlsx	
gene_4621	K08192	kofam	
gene_4623	K09885	kofam+xlsx	
gene_4629	K00275	xlsx	1.4.3.5
gene_4632	K20305	kofam+xlsx	
gene_4634	K03857	kofam+xlsx	2.4.1.198
gene_4635	K20793	kofam+xlsx	2.3.1.258;2.3.1.309
gene_4636	K11090	kofam	
gene_4640	K03377	kofam+xlsx	2.3.1.45
gene_4643	K15428	kofam+xlsx	3.4.13.-
gene_465	K03178;K07393	kofam+xlsx	1.8.5.7;6.2.1.45
gene_4652	K05288	kofam+xlsx	2.7.-.-
gene_4654	K01099	kofam+xlsx	3.1.3.36
gene_4655	K03457	kofam+xlsx	
gene_4657	K20205	kofam+xlsx	1.11.1.13
gene_4658	K22438	kofam+xlsx	2.1.1.145
gene_466	K00737	kofam+xlsx	2.4.1.144
gene_4660	K22745	kofam+xlsx	
gene_4663	K12862	kofam+xlsx	
gene_4664	K09829	kofam+xlsx	5.-.-.-
gene_467	K16055	kofam+xlsx	2.4.1.15;3.1.3.12
gene_4670	K08711	kofam+xlsx	
gene_4671	K01426	kofam+xlsx	3.5.1.4
gene_4673	K08257	kofam+xlsx	3.2.1.101
gene_4674	K07390	kofam+xlsx	
gene_4677	K00681	kofam+xlsx	2.3.2.2;3.4.19.13
gene_4678	K20369	kofam+xlsx	
gene_4679	K14532	kofam+xlsx	
gene_4682	K13122	kofam+xlsx	
gene_4687	K00505	kofam+xlsx	1.14.18.1
gene_469	K09531	kofam+xlsx	
gene_4690	K01693	kofam+xlsx	4.2.1.19
gene_4693	K08726	xlsx	3.1.3.76;3.3.2.10
gene_4695	K07407	kofam+xlsx	3.2.1.22
gene_47	K03671	kofam+xlsx	
gene_4701	K01196	kofam+xlsx	2.4.1.25;3.2.1.33
gene_4703	K03379	xlsx	1.14.13.22
gene_4712	K19786	kofam+xlsx	2.7.1.158
gene_4716	K00133	kofam+xlsx	1.2.1.11
gene_4719	K19001	kofam+xlsx	
gene_4720	K11518	kofam+xlsx	
gene_4721	K04486	kofam+xlsx	3.1.3.15
gene_4722	K28450	kofam	
gene_4726	K01102	kofam+xlsx	3.1.3.43
gene_4731	K18328	kofam+xlsx	3.1.-.-
gene_4735	K17086	kofam+xlsx	
gene_4737	K20059	kofam+xlsx	
gene_4738	K12836	kofam+xlsx	
gene_4739	K20241	kofam+xlsx	
gene_474	K15151	kofam+xlsx	
gene_4740	K02258;K06954	kofam+xlsx	
gene_4742	K10733	kofam+xlsx	
gene_4744	K15109	kofam+xlsx	
gene_4747	K19572	kofam+xlsx	3.5.4.4
gene_4749	K26141	kofam	3.4.13.4
gene_4750	K17822	kofam+xlsx	
gene_4753	K03574	kofam+xlsx	3.6.1.55
gene_4755	K14307	kofam+xlsx	
gene_4759	K06634	kofam+xlsx	
gene_4762	K02903	kofam+xlsx	
gene_477	K15161	kofam+xlsx	
gene_4772	K13726	kofam	3.4.24.-
gene_4775	K05925	kofam	2.1.1.348
gene_4779	K27411	kofam	
gene_4781	K00799	kofam+xlsx	2.5.1.18
gene_4795	K18188	kofam+xlsx	
gene_480	K17080	kofam+xlsx	
gene_4800	K11130	kofam+xlsx	
gene_4804	K07904	kofam+xlsx	
gene_4808	K12832	kofam+xlsx	
gene_481	K04739	kofam+xlsx	
gene_4811	K01082	kofam+xlsx	3.1.3.7
gene_4812	K09955	kofam+xlsx	
gene_4814	K09827	kofam+xlsx	1.1.1.270
gene_4816	K01240	kofam+xlsx	3.2.2.3
gene_4817	K13201;K25102	kofam+xlsx	
gene_4819	K20223	kofam	
gene_482	K07107	kofam+xlsx	3.1.2.-
gene_4823	K01647	kofam+xlsx	2.3.3.1
gene_4826	K14852	kofam+xlsx	
gene_4828	K04940	kofam	1.5.1.28
gene_483	K16342	kofam+xlsx	3.1.1.4
gene_4831	K08192	kofam	
gene_4833	K19846	kofam	
gene_4836	K04618	kofam+xlsx	1.1.3.9
gene_4848	K01225	kofam+xlsx	3.2.1.91
gene_4850	K14859	xlsx	
gene_4853	K10256;K22993	kofam+xlsx	1.14.19.-;1.14.19.22;1.14.19.6
gene_4854	K09291	kofam+xlsx	
gene_4856	K00565	kofam+xlsx	2.1.1.56
gene_4857	K17757	kofam+xlsx	4.2.1.93
gene_4858	K14768	kofam+xlsx	
gene_4862	K23322	kofam+xlsx	1.-.-.-
gene_4868	K16944	kofam+xlsx	
gene_4869	K02429	kofam+xlsx	
gene_4873	K12396	kofam+xlsx	
gene_4876	K14264	kofam+xlsx	2.6.1.7
gene_4879	K00993	kofam+xlsx	2.7.8.1
gene_488	K10858	kofam+xlsx	
gene_4881	K08659;K14526	kofam+xlsx	3.1.26.5;3.4.-.-
gene_4888	K02321	kofam+xlsx	
gene_4889	K01487	kofam+xlsx	3.5.4.3
gene_489	K03066	kofam+xlsx	
gene_4890	K03380	kofam+xlsx	1.14.13.7
gene_4893	K06041	kofam+xlsx	5.3.1.13
gene_4895	K06670	kofam+xlsx	
gene_4896	K07836	kofam+xlsx	
gene_4897	K12397	kofam+xlsx	
gene_490	K17440	kofam+xlsx	
gene_4902	K09486	kofam+xlsx	
gene_4905	K03317	kofam+xlsx	
gene_4907	K14685	kofam+xlsx	
gene_4909	K13566	kofam+xlsx	3.5.1.3
gene_4911	K03448;K08192	kofam+xlsx	
gene_4914	K00222	xlsx	1.3.1.70
gene_4915	K10768	kofam+xlsx	1.14.11.-
gene_4917	K14788	kofam+xlsx	
gene_4919	K01771	kofam+xlsx	4.6.1.13
gene_4921	K01183	kofam+xlsx	3.2.1.14
gene_4923	K14807	kofam+xlsx	5.6.2.7
gene_4926	K08257	kofam+xlsx	3.2.1.101
gene_4927	K22494	xlsx	
gene_4934	K13075	kofam+xlsx	3.1.1.81
gene_4936	K06867	xlsx	
gene_4937	K17541	kofam+xlsx	
gene_4943	K01098	kofam+xlsx	3.6.1.74
gene_4944	K00463	kofam+xlsx	1.13.11.52
gene_495	K20823	kofam+xlsx	
gene_4951	K27841	kofam	2.4.1.398
gene_4952	K02737	kofam+xlsx	3.4.25.1
gene_4953	K08851	kofam+xlsx	2.7.11.1
gene_4955	K03353	kofam+xlsx	
gene_4958	K00276	kofam+xlsx	1.4.3.21
gene_4960	K24121	kofam+xlsx	1.14.18.12
gene_4961	K01181	kofam+xlsx	3.2.1.8
gene_4962	K14376;K27320	kofam+xlsx	2.7.7.19
gene_4963	K08192	kofam+xlsx	
gene_4964	K03114	kofam+xlsx	2.7.11.1
gene_4967	K08073	kofam+xlsx	2.7.1.78;3.1.3.32
gene_4969	K20298	kofam+xlsx	
gene_4970	K22889	xlsx	2.3.1.-
gene_4971	K01532	kofam+xlsx	7.2.2.21
gene_4977	K07953	kofam+xlsx	3.6.5.-
gene_4980	K19564	kofam+xlsx	
gene_4982	K03019	kofam	
gene_4989	K23329	kofam+xlsx	
gene_4995	K10847	kofam+xlsx	
gene_5	K21820	xlsx	1.11.2.1
gene_500	K03448;K08192	kofam+xlsx	
gene_5001	K00749	kofam+xlsx	2.4.1.183
gene_5002	K21292;K23322	kofam+xlsx	1.-.-.-;1.14.14.86
gene_5004	K01279	kofam+xlsx	3.4.14.9
gene_5005	K01755	kofam+xlsx	4.3.2.1
gene_5008	K08711	kofam+xlsx	
gene_5014	K09140	kofam+xlsx	2.5.1.157
gene_5018	K17738	kofam+xlsx	1.1.1.250
gene_5024	K14663	kofam+xlsx	3.5.1.-
gene_5026	K10661	kofam+xlsx	2.3.2.27
gene_5032	K08174	xlsx	
gene_5035	K13711	kofam+xlsx	2.7.1.67
gene_5036	K00077	kofam+xlsx	1.1.1.169
gene_5037	K10997	kofam+xlsx	
gene_5039	K01689	kofam+xlsx	4.2.1.11
gene_5042	K11662	kofam+xlsx	
gene_5052	K01438	kofam+xlsx	3.5.1.16
gene_5055	K04646	kofam+xlsx	
gene_5059	K00390	kofam+xlsx	1.8.4.10;1.8.4.8
gene_5065	K03782	kofam+xlsx	1.11.1.21
gene_5074	K01426	kofam+xlsx	3.5.1.4
gene_5077	K11109	kofam+xlsx	
gene_508	K02429	kofam+xlsx	
gene_5089	K00789	kofam+xlsx	2.5.1.6
gene_5094	K03381	kofam+xlsx	1.13.11.1
gene_5096	K08095	kofam+xlsx	3.1.1.74
gene_5097	K00505	kofam+xlsx	1.14.18.1
gene_51	K02870	kofam+xlsx	
gene_5101	K06067	kofam+xlsx	3.5.1.98
gene_5104	K21455	kofam+xlsx	
gene_5105	K01053	kofam+xlsx	3.1.1.17
gene_5106	K10849	kofam+xlsx	
gene_5108	K06101	kofam+xlsx	2.1.1.354
gene_5118	K16073	kofam+xlsx	
gene_5119	K03593	kofam+xlsx	
gene_5123	K18624	kofam+xlsx	
gene_5124	K06030	xlsx	3.6.5.-
gene_5126	K00589	kofam+xlsx	2.1.1.107
gene_5129	K10735	kofam+xlsx	
gene_5131	K00669	kofam+xlsx	2.3.1.87
gene_5134	K11237	kofam+xlsx	
gene_5136	K06911	kofam+xlsx	1.13.11.24
gene_5142	K10438	kofam+xlsx	1.14.13.63
gene_5143	K00327	kofam+xlsx	1.6.2.4
gene_5144	K19564	xlsx	
gene_5145	K00111	kofam+xlsx	1.1.5.3
gene_515	K28153	kofam	
gene_5153	K02977	kofam+xlsx	
gene_5157	K01537	kofam+xlsx	7.2.2.10
gene_516	K00700	kofam+xlsx	2.4.1.18
gene_5163	K18171	kofam+xlsx	
gene_5164	K02537	kofam+xlsx	
gene_5166	K07390	kofam+xlsx	
gene_5167	K01580	kofam+xlsx	4.1.1.15
gene_5169	K14805	kofam+xlsx	5.6.2.7
gene_517	K02975	kofam+xlsx	
gene_5170	K22934	kofam+xlsx	3.2.1.28
gene_5171	K11594	kofam+xlsx	5.6.2.7
gene_5176	K21618	kofam+xlsx	1.1.99.40
gene_5177	K01968	xlsx	6.4.1.4
gene_5178	K11493	kofam+xlsx	
gene_5179	K01702;K01703;K01704	kofam+xlsx	4.2.1.33;4.2.1.35
gene_5181	K12828	kofam+xlsx	
gene_5183	K11271	kofam+xlsx	
gene_5185	K11684	kofam+xlsx	
gene_5186	K09506	kofam+xlsx	
gene_5190	K22744	kofam+xlsx	
gene_5191	K18669	kofam+xlsx	2.7.12.1
gene_5195	K03188	kofam+xlsx	
gene_5199	K00876;K03885	kofam+xlsx	1.6.5.9;2.7.1.48
gene_5201	K16315	kofam+xlsx	2.7.11.1
gene_5202	K11578	kofam+xlsx	
gene_5207	K00558	kofam+xlsx	2.1.1.37
gene_521	K01953	kofam+xlsx	6.3.5.4
gene_5210	K09022	xlsx	3.5.99.10
gene_5211	K17979	kofam+xlsx	
gene_5217	K24755	kofam+xlsx	
gene_5221	K23319	kofam+xlsx	1.14.14.-
gene_5223	K11108	kofam+xlsx	
gene_5229	K08192	kofam	
gene_5232	K22494	kofam+xlsx	
gene_5234	K14842	kofam+xlsx	
gene_5239	K03366	kofam+xlsx	1.1.1.-;1.1.1.304;1.1.1.76
gene_524	K18592	kofam	2.3.2.2;3.4.19.13;3.4.19.14
gene_5240	K03872	kofam+xlsx	
gene_5242	K07179	kofam+xlsx	2.7.11.1
gene_5243	K05925	kofam	2.1.1.348
gene_5248	K03648	kofam+xlsx	3.2.2.27
gene_525	K22278	kofam+xlsx	3.5.1.104
gene_5250	K05275	kofam+xlsx	1.1.1.65
gene_5255	K03177	kofam+xlsx	5.4.99.25
gene_5259	K09494	kofam+xlsx	
gene_5260	K01061	kofam+xlsx	3.1.1.45
gene_5266	K00387	kofam+xlsx	1.8.3.1
gene_5267	K28529	kofam	
gene_5270	K05531	kofam+xlsx	2.4.1.-
gene_5274	K00972	kofam+xlsx	2.7.7.23;2.7.7.83
gene_5281	K08192	kofam	
gene_529	K18184	kofam+xlsx	
gene_5296	K03861;K11400	kofam+xlsx	
gene_5298	K00418	kofam+xlsx	
gene_5300	K00655;K13509	kofam+xlsx	2.3.1.51
gene_5316	K09184	kofam+xlsx	
gene_532	K08192	kofam	
gene_5322	K15371	kofam+xlsx	1.4.1.2
gene_533	K06867	xlsx	
gene_5333	K12877	kofam+xlsx	
gene_5334	K09467	kofam+xlsx	
gene_5335	K15731	kofam+xlsx	3.1.3.16
gene_5339	K11272	kofam+xlsx	
gene_5344	K12627	kofam+xlsx	
gene_5347	K01207	kofam+xlsx	3.2.1.52
gene_5349	K00459	kofam+xlsx	1.13.12.16
gene_5353	K02148	kofam+xlsx	
gene_5359	K15423	kofam+xlsx	3.1.3.16
gene_536	K18162	kofam+xlsx	2.1.1.-
gene_5361	K08504	kofam+xlsx	
gene_5363	K10967	kofam+xlsx	2.4.1.-
gene_5366	K06653	kofam+xlsx	
gene_5368	K06174	kofam+xlsx	
gene_5375	K19356	kofam+xlsx	1.14.99.54
gene_5380	K00262	kofam+xlsx	1.4.1.4
gene_5386	K23678	kofam+xlsx	
gene_5388	K02896	kofam+xlsx	
gene_5390	K14856	kofam+xlsx	
gene_5391	K03231	kofam+xlsx	
gene_5392	K08968	kofam+xlsx	1.8.4.14
gene_5397	K09831	kofam+xlsx	1.14.19.41
gene_5398	K01176	kofam	3.2.1.1
gene_5399	K02138;K03626	kofam+xlsx	
gene_540	K05925	kofam	2.1.1.348
gene_5400	K07513	kofam+xlsx	2.3.1.16
gene_5404	K11231	kofam+xlsx	2.7.13.3
gene_5406	K08139	kofam+xlsx	
gene_5409	K15532	kofam+xlsx	3.2.1.172
gene_5411	K07300	kofam+xlsx	
gene_5415	K20367	kofam+xlsx	
gene_5416	K12826	kofam+xlsx	
gene_5418	K17553	kofam+xlsx	
gene_542	K00698	kofam+xlsx	2.4.1.16
gene_5421	K00122	kofam+xlsx	1.17.1.9
gene_5422	K01469	kofam+xlsx	3.5.2.9
gene_5425	K15631	kofam+xlsx	2.8.1.9
gene_5426	K02178	kofam+xlsx	2.7.11.1
gene_5429	K13120	kofam+xlsx	
gene_543	K18203	xlsx	2.1.1.233
gene_5433	K17808	kofam+xlsx	
gene_5434	K22132	kofam+xlsx	
gene_5436	K18167	kofam+xlsx	
gene_5445	K17968	kofam+xlsx	
gene_5446	K26118	kofam	
gene_5448	K12856	kofam+xlsx	
gene_5451	K11756	kofam+xlsx	
gene_5452	K01493	kofam+xlsx	3.5.4.12
gene_5453	K11559	kofam+xlsx	
gene_5456	K02895	kofam	
gene_5458	K04508	xlsx	
gene_5463	K03424	kofam+xlsx	3.1.21.-
gene_5468	K00657	kofam+xlsx	2.3.1.57
gene_5470	K25817	kofam+xlsx	
gene_5471	K03627	kofam+xlsx	
gene_5474	K07734	kofam+xlsx	
gene_5478	K01062	kofam+xlsx	3.1.1.47
gene_5484	K08794	xlsx	2.7.11.17
gene_5486	K18339	kofam+xlsx	4.1.2.53
gene_5489	K08735	kofam+xlsx	
gene_549	K19356	kofam+xlsx	1.14.99.54
gene_5491	K00290	kofam+xlsx	1.5.1.7
gene_5492	K00600	kofam+xlsx	2.1.2.1
gene_5493	K02838	kofam+xlsx	
gene_5495	K10761	kofam+xlsx	2.7.7.79
gene_5496	K18578	kofam+xlsx	3.2.1.155
gene_5498	K00872	kofam+xlsx	2.7.1.39
gene_55	K20131	xlsx	
gene_5504	K00231;K23039	kofam+xlsx	1.3.3.15;1.3.3.4
gene_5506	K10251	xlsx	1.1.1.330;1.1.1.62
gene_5507	K01620;K12662;K15563	kofam+xlsx	4.1.2.48
gene_5510	K00549	kofam+xlsx	2.1.1.14
gene_5512	K08288	kofam+xlsx	
gene_5513	K23719	kofam+xlsx	
gene_5516	K14686	kofam+xlsx	
gene_552	K03018	kofam+xlsx	2.7.7.6
gene_5521	K15264	kofam+xlsx	2.1.1.311
gene_5526	K01581	kofam+xlsx	4.1.1.17
gene_5527	K01273	kofam+xlsx	3.4.13.19
gene_5528	K11227	kofam+xlsx	2.7.12.2
gene_5530	K08342	kofam+xlsx	3.4.22.-
gene_5531	K03010	kofam+xlsx	2.7.7.6
gene_5532	K08516	kofam+xlsx	
gene_5541	K18666	kofam+xlsx	
gene_5542	K17066	kofam+xlsx	1.1.3.13
gene_5545	K00931	kofam+xlsx	2.7.2.11
gene_5547	K06110;K06911	kofam+xlsx	1.13.11.24
gene_555	K16948	kofam+xlsx	
gene_5550	K23319	kofam+xlsx	1.14.14.-
gene_5551	K09983	kofam+xlsx	
gene_5554	K14299	kofam+xlsx	
gene_5555	K12183	kofam+xlsx	
gene_5557	K01181	kofam+xlsx	3.2.1.8
gene_556	K19177	kofam+xlsx	2.5.1.87
gene_5561	K11786	kofam+xlsx	5.6.2.-
gene_5569	K06867	xlsx	
gene_5570	K01056	kofam+xlsx	3.1.1.29
gene_5572	K14549	kofam+xlsx	
gene_5573	K18752	kofam+xlsx	
gene_5575	K14292	kofam+xlsx	2.1.1.-
gene_5577	K14771	kofam+xlsx	
gene_558	K23503	kofam+xlsx	
gene_5581	K20407	kofam+xlsx	
gene_5582	K10958	kofam+xlsx	
gene_5583	K20794	kofam+xlsx	2.3.1.257
gene_5585	K23335	kofam+xlsx	
gene_5587	K16639	kofam+xlsx	3.1.27.-
gene_5592	K07827	kofam+xlsx	
gene_5593	K01758	kofam+xlsx	4.4.1.1
gene_5594	K25059	kofam+xlsx	
gene_5598	K05349	kofam+xlsx	3.2.1.21
gene_5601	K15631	kofam+xlsx	2.8.1.9
gene_5604	K10639	kofam+xlsx	2.3.2.27
gene_5605	K17402	kofam+xlsx	
gene_5607	K02995	kofam+xlsx	
gene_5611	K00286	kofam+xlsx	1.5.1.2
gene_5613	K10777	kofam+xlsx	6.5.1.1
gene_5614	K23612	xlsx	
gene_5615	K23322	kofam+xlsx	1.-.-.-
gene_5617	K08141	kofam+xlsx	
gene_5623	K06647	kofam+xlsx	
gene_5625	K05884	kofam	1.1.1.337
gene_5629	K00334;K03943	kofam+xlsx	7.1.1.2
gene_5630	K01551	kofam+xlsx	7.3.-.-;7.3.2.7
gene_5632	K08141	kofam+xlsx	
gene_5633	K01082	kofam+xlsx	3.1.3.7
gene_5634	K14817	kofam+xlsx	
gene_5641	K20296	kofam+xlsx	
gene_5647	K11547	kofam	
gene_5648	K00135	kofam+xlsx	1.2.1.16;1.2.1.20;1.2.1.79
gene_5649	K21157	kofam+xlsx	2.7.11.1
gene_5652	K26109	kofam	
gene_5653	K01230	kofam+xlsx	3.2.1.113
gene_5654	K00799	kofam+xlsx	2.5.1.18
gene_5656	K12617	kofam+xlsx	
gene_5658	K03283	kofam+xlsx	
gene_5659	K15631	kofam+xlsx	2.8.1.9
gene_5661	K17262	kofam+xlsx	
gene_5662	K23322	kofam+xlsx	1.-.-.-
gene_5667	K12606	kofam+xlsx	
gene_5669	K11319;K11396	kofam+xlsx	
gene_5670	K08192	kofam	
gene_5671	K05797	kofam+xlsx	1.17.9.1
gene_5674	K06888	kofam+xlsx	
gene_5676	K00851;K14859	kofam+xlsx	2.7.1.12
gene_5677	K20178	kofam+xlsx	
gene_568	K14293	kofam+xlsx	
gene_5682	K01953;K15040	kofam+xlsx	6.3.5.4
gene_5683	K07937	kofam+xlsx	
gene_5684	K22134	kofam+xlsx	
gene_5686	K02892	kofam+xlsx	
gene_5687	K06173	kofam+xlsx	5.4.99.12
gene_5689	K19356	kofam+xlsx	1.14.99.54
gene_5690	K07305	kofam+xlsx	1.8.4.12
gene_5694	K22940	kofam+xlsx	
gene_5695	K01560	kofam+xlsx	3.8.1.2
gene_5698	K10878	kofam+xlsx	
gene_5699	K24205	kofam+xlsx	
gene_57	K17906	kofam+xlsx	
gene_5707	K18551	kofam+xlsx	3.1.3.-
gene_571	K12190	kofam+xlsx	
gene_5715	K18732	kofam+xlsx	
gene_5716	K08192	kofam	
gene_5717	K15217	kofam+xlsx	
gene_5718	K14289;K17868	kofam+xlsx	3.1.1.97
gene_5721	K20791	kofam+xlsx	2.3.1.255
gene_5724	K00450	kofam+xlsx	1.13.11.4
gene_5725	K01515	xlsx	3.6.1.-;3.6.1.13
gene_5726	K07300	kofam+xlsx	
gene_573	K00777	kofam+xlsx	2.4.2.64
gene_5730	K13281	kofam+xlsx	3.-.-.-
gene_5734	K22698	kofam+xlsx	3.6.5.-
gene_5735	K02542	kofam+xlsx	5.6.2.3
gene_5736	K19564	kofam+xlsx	
gene_574	K02946	kofam+xlsx	
gene_5740	K11273	kofam+xlsx	5.6.2.7
gene_5741	K16261	kofam+xlsx	
gene_5743	K08197	kofam+xlsx	
gene_5744	K11593	kofam+xlsx	
gene_5748	K28508	kofam	
gene_5750	K01092	kofam+xlsx	3.1.3.25
gene_5756	K17742	xlsx	1.1.1.289
gene_5757	K05916	kofam+xlsx	1.14.12.17
gene_5758	K03252	kofam+xlsx	
gene_576	K15303	kofam+xlsx	
gene_5764	K20408	kofam+xlsx	
gene_5766	K01626;K15528	kofam+xlsx	2.5.1.54;3.5.1.99
gene_5767	K12842	kofam+xlsx	
gene_577	K01066	xlsx	3.1.1.-
gene_5772	K03038	kofam+xlsx	
gene_5773	K20098	kofam+xlsx	5.6.2.-
gene_5778	K14800	kofam	
gene_5779	K12191	xlsx	
gene_5780	K24765	kofam+xlsx	
gene_5781	K01638	kofam+xlsx	2.3.3.9
gene_5783	K10841	kofam+xlsx	
gene_5784	K00008;K05351	kofam+xlsx	1.1.1.14;1.1.1.9
gene_5786	K01803	kofam+xlsx	5.3.1.1
gene_5788	K12613	kofam+xlsx	3.6.1.62
gene_5795	K03448;K08192	kofam+xlsx	
gene_5796	K15444	kofam+xlsx	2.1.1.229
gene_5797	K03671	kofam+xlsx	
gene_5799	K22149	kofam+xlsx	
gene_580	K24964;K24965	kofam+xlsx	
gene_5800	K05610;K06901	kofam+xlsx	3.4.19.12
gene_5803	K14686	kofam+xlsx	
gene_5806	K02941	kofam+xlsx	
gene_581	K01120	xlsx	3.1.4.17
gene_5818	K20205	kofam+xlsx	1.11.1.13
gene_582	K20363	kofam+xlsx	
gene_5820	K14863	kofam+xlsx	
gene_5822	K17878	kofam+xlsx	2.1.1.-
gene_5824	K15631	kofam+xlsx	2.8.1.9
gene_5827	K00354	kofam+xlsx	1.6.99.1
gene_5829	K00148	kofam+xlsx	1.2.1.46
gene_5831	K15454	kofam+xlsx	5.4.99.28
gene_5832	K05349	kofam+xlsx	3.2.1.21
gene_5834	K00331;K03940	kofam+xlsx	7.1.1.2
gene_5835	K08054	kofam+xlsx	
gene_5836	K15394	kofam+xlsx	
gene_5837	K21864	kofam+xlsx	
gene_5838	K02726	kofam+xlsx	3.4.25.1
gene_5843	K18715	kofam+xlsx	
gene_5844	K01113	kofam+xlsx	3.1.3.1
gene_585	K11675	kofam+xlsx	
gene_5850	K05972	kofam+xlsx	3.1.1.72
gene_5852	K15559	kofam+xlsx	
gene_5853	K04565	kofam+xlsx	1.15.1.1
gene_5857	K09248	xlsx	
gene_5858	K08141	kofam+xlsx	
gene_5859	K14791	kofam+xlsx	
gene_586	K13289;K14574	kofam+xlsx	3.4.16.5
gene_5864	K20989	kofam+xlsx	
gene_5865	K01561	kofam+xlsx	3.8.1.3
gene_5866	K09250	kofam+xlsx	
gene_587	K27898	kofam	
gene_5870	K17879;K27537	kofam+xlsx	3.6.1.55;3.6.1.77
gene_5876	K12462	kofam+xlsx	
gene_5882	K23504	kofam+xlsx	
gene_5884	K02947	kofam+xlsx	
gene_5885	K01066	xlsx	3.1.1.-
gene_5889	K04649	kofam	2.3.2.23
gene_5890	K12351	kofam+xlsx	3.1.4.12
gene_5892	K07001;K14674	kofam+xlsx	2.3.1.51;3.1.1.13;3.1.1.3;3.1.1.4
gene_5893	K02257	kofam+xlsx	2.5.1.141
gene_5895	K23504	kofam+xlsx	
gene_5896	K10772	kofam+xlsx	3.1.11.2
gene_5898	K01869	kofam+xlsx	6.1.1.4
gene_59	K00009	kofam+xlsx	1.1.1.17
gene_5901	K24684	kofam+xlsx	
gene_5903	K02835	kofam+xlsx	
gene_5911	K17292	kofam+xlsx	
gene_5914	K02520	kofam+xlsx	
gene_5916	K23562	xlsx	
gene_5917	K28434	kofam	
gene_5918	K20522	kofam+xlsx	
gene_5920	K07494	xlsx	
gene_5922	K01051	kofam+xlsx	3.1.1.11
gene_5931	K12667	kofam+xlsx	
gene_5936	K10524	kofam+xlsx	2.7.1.173;2.7.1.22
gene_5937	K00288	kofam+xlsx	1.5.1.5;3.5.4.9;6.3.4.3
gene_5938	K00661	kofam+xlsx	2.3.1.79
gene_5939	K26182	kofam	
gene_5943	K17607	kofam+xlsx	
gene_5947	K14767	kofam+xlsx	
gene_5954	K01077	kofam+xlsx	3.1.3.1
gene_5955	K05994	kofam+xlsx	3.4.11.10
gene_5956	K14376	kofam+xlsx	2.7.7.19
gene_5957	K14773	xlsx	
gene_596	K20300	kofam+xlsx	
gene_5972	K06867	kofam+xlsx	
gene_5973	K14570	xlsx	3.1.-.-
gene_5978	K14862	kofam+xlsx	
gene_5979	K20404	kofam+xlsx	
gene_598	K01933;K01945;K11788;K15201	kofam+xlsx	6.3.3.1;6.3.4.13
gene_5981	K12188	kofam+xlsx	
gene_5983	K17800;K17919	kofam+xlsx	
gene_5985	K01480;K25365	kofam+xlsx	3.5.3.10;3.5.3.11;3.5.3.7
gene_5986	K11121	kofam+xlsx	2.3.1.286
gene_5989	K00318	kofam+xlsx	1.5.5.2
gene_5991	K19356	kofam+xlsx	1.14.99.54
gene_5993	K10357	kofam+xlsx	
gene_5998	K14859	xlsx	
gene_6001	K22255	kofam+xlsx	
gene_6007	K00077	kofam	1.1.1.169
gene_6009	K03676	kofam+xlsx	
